"Supplementary Table 2: Drug-drug interactions detected in the screen. Drug interactions, their conservation across strains and across species, and whether they were probed for all or only part of the species. Interaction sign is “synergy” or “antagonism” in case of strong interactions, “NA” otherwise. Corresponding p-values and interactions scores are provided.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Drug combination,,Conservation across species,Class-Class,Conservation across strains,,,Interacion sign,,,,,,Interacion score,,,,,,p-value,,,,,,Species conflict,Species probed
,Piperacillin,Metformin,PA,beta-lactam_human drug,NA,NA,weak_conserved,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA,-0.398713854,-0.509952545,NA,NA,NA,NA,NA,0.002815025,no_conflict,ECSTPA
,Nitrofurantoin,Acetylsalisylic acid,PA,multiple_human drug,NA,NA,not_comparable,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA,0.053402423,-0.110489326,NA,NA,NA,NA,NA,0.009195747,no_conflict,ECSTPA
,Cephalexin,Mitomycin C,PA,beta-lactam_other DNA,NA,NA,not_conserved,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA,0.076658144,-0.109035296,NA,NA,NA,NA,NA,0.002815025,no_conflict,ECSTPA
,Reserpine,Mitomycin C,PA,other DNA_human drug,NA,NA,weak_conserved,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA,-0.074405916,-0.129063982,NA,NA,NA,NA,NA,0.017734655,no_conflict,ECSTPA
,Nonactin,Mitomycin C,PA,other DNA_PMF,NA,NA,not_conserved,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA,-0.021775744,-0.169791843,NA,NA,NA,NA,NA,0.002815025,no_conflict,ECSTPA
,Polymyxin B,Doxorubicin,PA,other DNA_LPS,NA,NA,not_conserved,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA,-0.033383804,-0.125892638,NA,NA,NA,NA,NA,0.048075089,no_conflict,ECSTPA
,Ciprofloxacin,Doxorubicin,PA,other DNA_quinolones,NA,NA,not_conserved,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA,0.048595977,-0.162880499,NA,NA,NA,NA,NA,0.007402038,no_conflict,ECSTPA
,Doxycycline,Phenformin,PA,tetracycline_human drug,NA,NA,not_comparable,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA,-0.05517309,-0.222760029,NA,NA,NA,NA,NA,0.002994083,no_conflict,ECSTPA
,Fosfomycin,Colistin,PA,other cell wall_LPS,NA,NA,not_conserved,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA,0,-0.217097579,NA,NA,NA,NA,NA,0.002994083,no_conflict,ECSTPA
,Oxacillin,Mitomycin C,PA,beta-lactam_other DNA,NA,NA,not_conserved,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA,-0.046238382,-0.113057055,NA,NA,NA,NA,NA,0.014239034,no_conflict,ECSTPA
,Benzalkonium,Phenformin,PA,other membrane_human drug,NA,NA,not_comparable,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA,-0.034594995,-0.214180773,NA,NA,NA,NA,NA,0.009188736,no_conflict,ECSTPA
,Vanillin,Chlorhexidine,PA,LPS_food additive,NA,NA,weak_conserved,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA,-0.214186083,-0.177470664,NA,NA,NA,NA,NA,0.046282214,no_conflict,ECSTPA
,Piperacillin,Cerulenin,PA,beta-lactam_fatty acid biosynthesis,NA,NA,not_comparable,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA,-0.05089829,-0.103227453,NA,NA,NA,NA,NA,0.02960815,no_conflict,ECSTPA
,Caffeine,Colistin,PA,LPS_food additive,NA,NA,not_conserved,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA,0,-0.303738202,NA,NA,NA,NA,NA,0.007402038,no_conflict,ECSTPA
,Reserpine,Colistin,PA,LPS_human drug,NA,NA,not_conserved,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA,-0.012618038,-0.192345816,NA,NA,NA,NA,NA,0.022206113,no_conflict,ECSTPA
,Chloramphenicol,Tobramycin,PA,other protein synthesis inhibitor_aminoglycoside,NA,NA,not_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.02959414,0.40930075,NA,NA,NA,NA,NA,0.002815025,no_conflict,ECSTPA
,Ciprofloxacin,Spiramycin,PA,quinolones_macrolide,NA,NA,not_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,-0.066225624,0.213839406,NA,NA,NA,NA,NA,0.002815025,no_conflict,ECSTPA
,Ciprofloxacin,Tobramycin,PA,quinolones_aminoglycoside,NA,NA,weak_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.088096745,0.100013663,NA,NA,NA,NA,NA,0.047248866,no_conflict,ECSTPA
,Ciprofloxacin,Nisin,PA,quinolones_PMF,NA,NA,not_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.025139698,0.189477555,NA,NA,NA,NA,NA,0.007324046,no_conflict,ECSTPA
,Ciprofloxacin,Phenformin,PA,quinolones_human drug,NA,NA,not_comparable,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,-0.051326966,0.124363047,NA,NA,NA,NA,NA,0.007324046,no_conflict,ECSTPA
,Doxycycline,Berberine,PA,tetracycline_food additive,NA,NA,not_comparable,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.02760355,0.11849604,NA,NA,NA,NA,NA,0.039410345,no_conflict,ECSTPA
,Doxycycline,Gentamicin,PA,tetracycline_aminoglycoside,NA,NA,weak_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.115974112,0.496331417,NA,NA,NA,NA,NA,0.002815025,no_conflict,ECSTPA
,Spectinomycin,Gentamicin,PA,aminoglycoside_aminoglycoside,NA,NA,weak_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.156994938,0.332925983,NA,NA,NA,NA,NA,0.007324046,no_conflict,ECSTPA
,Amikacin,Theophylline,PA,aminoglycoside_human drug,NA,NA,not_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,-0.019428097,0.124160935,NA,NA,NA,NA,NA,0.032759849,no_conflict,ECSTPA
,Amikacin,Bleomycin,PA,multiple_aminoglycoside,NA,NA,weak_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.073732168,0.136424226,NA,NA,NA,NA,NA,0.017734655,no_conflict,ECSTPA
,Benzalkonium,Levofloxacin,PA,quinolones_other membrane,NA,NA,not_comparable,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,-0.038528768,0.49429869,NA,NA,NA,NA,NA,0.002815025,no_conflict,ECSTPA
,Erythromycin,Phenformin,PA,macrolide_human drug,NA,NA,not_comparable,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,-0.059310883,0.102830763,NA,NA,NA,NA,NA,0.009195747,no_conflict,ECSTPA
,Nitrofurantoin,A22,PA,other cell wall_multiple,NA,NA,not_comparable,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.033376381,0.145439749,NA,NA,NA,NA,NA,0.002815025,no_conflict,ECSTPA
,A22,Loperamide,PA,other cell wall_human drug,NA,NA,weak_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.068926624,0.173761517,NA,NA,NA,NA,NA,0.002815025,no_conflict,ECSTPA
,A22,Minocycline,PA,other cell wall_tetracycline,NA,NA,not_comparable,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,-0.057633558,0.278048243,NA,NA,NA,NA,NA,0.002815025,no_conflict,ECSTPA
,Minocycline,Nisin,PA,PMF_tetracycline,NA,NA,not_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.035442774,0.11520516,NA,NA,NA,NA,NA,0.042321336,no_conflict,ECSTPA
,Minocycline,Theophylline,PA,tetracycline_human drug,NA,NA,not_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,-0.041714376,0.129883543,NA,NA,NA,NA,NA,0.002815025,no_conflict,ECSTPA
,Minocycline,Cerulenin,PA,fatty acid biosynthesis_tetracycline,NA,NA,not_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,-0.019347876,0.110212403,NA,NA,NA,NA,NA,0.032759849,no_conflict,ECSTPA
,Minocycline,Mitomycin C,PA,other DNA_tetracycline,NA,NA,not_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.051428801,0.174987753,NA,NA,NA,NA,NA,0.002815025,no_conflict,ECSTPA
,Minocycline,Berberine,PA,tetracycline_food additive,NA,NA,weak_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.082385494,0.185764795,NA,NA,NA,NA,NA,0.021370398,no_conflict,ECSTPA
,Chlorhexidine,Puromycin,PA,LPS_other protein synthesis inhibitor,NA,NA,weak_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.125061654,0.151318744,NA,NA,NA,NA,NA,0.002815025,no_conflict,ECSTPA
,Chlorhexidine,Azithromycin,PA,LPS_macrolide,NA,NA,weak_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.164686481,0.258704613,NA,NA,NA,NA,NA,0.002815025,no_conflict,ECSTPA
,Chlorhexidine,Berberine,PA,LPS_food additive,NA,NA,weak_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.144913338,0.454651927,NA,NA,NA,NA,NA,0.030063019,no_conflict,ECSTPA
,Chlorhexidine,Phleomycin,PA,multiple_LPS,NA,NA,weak_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.120594984,0.343914515,NA,NA,NA,NA,NA,0.007324046,no_conflict,ECSTPA
,Aztreonam,Phenformin,PA,beta-lactam_human drug,NA,NA,not_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,-0.043021416,0.27286348,NA,NA,NA,NA,NA,0.007324046,no_conflict,ECSTPA
,Clarithromycin,Azithromycin,PA,macrolide_macrolide,NA,NA,weak_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.084375606,0.128643308,NA,NA,NA,NA,NA,0.007324046,no_conflict,ECSTPA
,Puromycin,Cerulenin,PA,fatty acid biosynthesis_other protein synthesis inhibitor,NA,NA,not_comparable,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.033698257,0.108900206,NA,NA,NA,NA,NA,0.00546282,no_conflict,ECSTPA
,Mitomycin C,Colistin,PA,other DNA_LPS,NA,NA,not_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,-0.013926286,0.172192767,NA,NA,NA,NA,NA,0.002815025,no_conflict,ECSTPA
,Mitomycin C,Phenformin,PA,other DNA_human drug,NA,NA,not_comparable,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,-0.031110861,0.117972084,NA,NA,NA,NA,NA,0.014629598,no_conflict,ECSTPA
,A22,EGCG,PA,other cell wall_fatty acid biosynthesis,NA,NA,not_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.020415337,0.121469601,NA,NA,NA,NA,NA,0.016260964,no_conflict,ECSTPA
,Amoxicillin,Chlorhexidine,PA,beta-lactam_LPS,NA,NA,weak_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.143799441,0.366066118,NA,NA,NA,NA,NA,0.0152207,no_conflict,ECSTPA
,Chloramphenicol,Amikacin,PA,other protein synthesis inhibitor_aminoglycoside,NA,NA,weak_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.095458181,0.146134489,NA,NA,NA,NA,NA,0.038747554,no_conflict,ECSTPA
,Oxacillin,Chlorhexidine,PA,beta-lactam_LPS,NA,NA,weak_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.104116858,0.403321101,NA,NA,NA,NA,NA,0.00863359,no_conflict,ECSTPA
,Polymyxin B,Cefotaxime,PA,beta-lactam_LPS,NA,NA,weak_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.085285418,0.364346571,NA,NA,NA,NA,NA,0.045293858,no_conflict,ECSTPA
,Amikacin,Nisin,PA,PMF_aminoglycoside,NA,NA,not_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.0550533,0.136634187,NA,NA,NA,NA,NA,0.041773295,no_conflict,ECSTPA
,Benzalkonium,Penicillin G,PA,beta-lactam_other membrane,NA,NA,not_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,-0.087576149,0.28558727,NA,NA,NA,NA,NA,0.025684932,no_conflict,ECSTPA
,Benzalkonium,Linezolid,PA,other membrane_other protein synthesis inhibitor,NA,NA,not_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,-0.045423068,0.253010466,NA,NA,NA,NA,NA,0.037250661,no_conflict,ECSTPA
,Benzalkonium,Streptozotocin,PA,other membrane_human drug,NA,NA,not_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,-0.062594199,0.45750451,NA,NA,NA,NA,NA,0.011415525,no_conflict,ECSTPA
,Cefsulodin,Nisin,PA,beta-lactam_PMF,NA,NA,weak_conserved,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.063517433,0.295184216,NA,NA,NA,NA,NA,0.003989892,no_conflict,ECSTPA
,Chlorhexidine,Bleomycin,PA,multiple_LPS,NA,NA,not_comparable,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.058912394,0.399139902,NA,NA,NA,NA,NA,0.023287671,no_conflict,ECSTPA
,Theophylline,Imipenem,PA,beta-lactam_human drug,NA,NA,not_comparable,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.041498518,0.217325418,NA,NA,NA,NA,NA,0.03626108,no_conflict,ECSTPA
,Ciprofloxacin,Streptozotocin,ST,quinolones_human drug,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.274757678,-0.445751791,NA,NA,NA,NA,0.001768535,0.002167452,NA,NA,no_conflict,ECSTPA
,Cycloserine D,Paraquat,ST,other cell wall_oxidative stress,NA,not_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.417521889,-0.05287123,NA,NA,NA,NA,0.001768535,NA,NA,NA,no_conflict,ECSTPA
,Cycloserine D,Mecillinam,ST,beta-lactam_other cell wall,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.671850021,-0.567793166,NA,NA,NA,NA,0.031666152,0.002167452,NA,NA,no_conflict,ECSTPA
,Cycloserine D,Clarithromycin,ST,other cell wall_macrolide,NA,not_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.148530615,-0.029944999,NA,NA,NA,NA,0.003167815,NA,NA,NA,no_conflict,ECSTPA
,Cycloserine D,Imipenem,ST,beta-lactam_other cell wall,NA,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.429199992,-0.185715351,NA,NA,NA,NA,0.007031004,NA,NA,NA,no_conflict,ECSTPA
,Doxycycline,Spectinomycin,ST,tetracycline_aminoglycoside,NA,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.390120853,-0.085795861,NA,NA,NA,NA,0.001768535,NA,NA,NA,no_conflict,ECSTPA
,Doxycycline,Benzalkonium,ST,other membrane_tetracycline,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.535170946,-0.410022905,NA,NA,NA,NA,0.001768535,0.002167452,NA,NA,no_conflict,ECSTPA
,Doxycycline,Colistin,ST,LPS_tetracycline,NA,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.240291528,-0.254708827,NA,NA,NA,NA,0.001768535,NA,NA,NA,no_conflict,ECSTPA
,Fosfomycin,Oxacillin,ST,beta-lactam_other cell wall,NA,not_comparable,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.118103215,-0.058858198,NA,NA,NA,NA,0.009429431,NA,NA,NA,no_conflict,ECSTPA
,Fosfomycin,Mecillinam,ST,beta-lactam_other cell wall,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.217734348,-0.149659643,NA,NA,NA,NA,0.005913255,0.006370634,NA,NA,no_conflict,ECSTPA
,Fosfomycin,Nisin,ST,other cell wall_PMF,NA,not_comparable,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.112359676,0.026309214,NA,NA,NA,NA,0.011530847,NA,NA,NA,no_conflict,ECSTPA
,Fosfomycin,Imipenem,ST,beta-lactam_other cell wall,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.257043238,-0.157632095,NA,NA,NA,NA,0.001768535,0.024608515,NA,NA,no_conflict,ECSTPA
,Bacitracin,Penicillin G,ST,beta-lactam_other cell wall,NA,not_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.138875496,-0.053732515,NA,NA,NA,NA,0.008236319,NA,NA,NA,no_conflict,ECSTPA
,Fusidic acid,Metformin,ST,other protein synthesis inhibitor_human drug,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.731163464,-0.635003713,NA,NA,NA,NA,0.001768535,0.002167452,NA,NA,no_conflict,ECSTPA
,Fusidic acid,Azithromycin,ST,other protein synthesis inhibitor_macrolide,NA,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.315607416,-0.098001069,NA,NA,NA,NA,0.004600072,NA,NA,NA,no_conflict,ECSTPA
,Amikacin,Paraquat,ST,oxidative stress_aminoglycoside,NA,not_comparable,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.118640575,-0.053036449,NA,NA,NA,NA,0.003167815,NA,NA,NA,no_conflict,ECSTPA
,Amikacin,Moxifloxacin,ST,quinolones_aminoglycoside,NA,not_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.297272684,0.052951539,NA,NA,NA,NA,0.027345882,NA,NA,NA,no_conflict,ECSTPA
,Amikacin,Streptozotocin,ST,aminoglycoside_human drug,NA,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.477237863,-0.086784971,NA,NA,NA,NA,0.001768535,NA,NA,NA,no_conflict,ECSTPA
,Benzalkonium,Metronidazole,ST,other DNA_other membrane,NA,not_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.100857212,-0.045452901,NA,NA,NA,NA,0.001768535,NA,NA,NA,no_conflict,ECSTPA
,Cefaclor,Piperacillin,ST,beta-lactam_beta-lactam,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.27874853,-0.447316042,NA,NA,NA,NA,0.004600072,0.002167452,NA,NA,no_conflict,ECSTPA
,Paraquat,Streptozotocin,ST,oxidative stress_human drug,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.49562257,-0.139261226,NA,NA,NA,NA,0.001768535,0.01747098,NA,NA,no_conflict,ECSTPA
,Procaine,Piperacillin,ST,beta-lactam_human drug,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.469207476,-0.247003616,NA,NA,NA,NA,0.001768535,0.010039295,NA,NA,no_conflict,ECSTPA
,Procaine,Curcumin,ST,food additive_human drug,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.136074769,-0.358400908,NA,NA,NA,NA,0.049046137,0.002167452,NA,NA,no_conflict,ECSTPA
,Procaine,Acetylsalisylic acid,ST,human drug_human drug,NA,not_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.142444639,0.072095588,NA,NA,NA,NA,0.038505536,NA,NA,NA,no_conflict,ECSTPA
,Procaine,Ciclopirox,ST,human drug_human drug,NA,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.243011505,-0.11647058,NA,NA,NA,NA,0.001768535,NA,NA,NA,no_conflict,ECSTPA
,Procaine,Moxifloxacin,ST,quinolones_human drug,NA,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.418141195,-0.24018723,NA,NA,NA,NA,0.001768535,NA,NA,NA,no_conflict,ECSTPA
,Vanillin,Rifampicin,ST,RNA polymerase_food additive,NA,not_comparable,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.157475881,-0.040513816,NA,NA,NA,NA,0.001768535,NA,NA,NA,no_conflict,ECSTPA
,Vanillin,Curcumin,ST,food additive_food additive,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.147650082,-0.184894741,NA,NA,NA,NA,0.0482126,0.003743781,NA,NA,no_conflict,ECSTPA
,Vanillin,Streptozotocin,ST,food additive_human drug,NA,not_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.154586234,-0.020932197,NA,NA,NA,NA,0.021441657,NA,NA,NA,no_conflict,ECSTPA
,Verapamil,Penicillin G,ST,beta-lactam_human drug,NA,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.232498973,-0.072872773,NA,NA,NA,NA,0.001768535,NA,NA,NA,no_conflict,ECSTPA
,Piperacillin,Mecillinam,ST,beta-lactam_beta-lactam,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.632539187,-0.454982791,NA,NA,NA,NA,0.001768535,0.002167452,NA,NA,no_conflict,ECSTPA
,Nitrofurantoin,Streptozotocin,ST,multiple_human drug,NA,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.47639702,-0.094377669,NA,NA,NA,NA,0.001768535,NA,NA,NA,no_conflict,ECSTPA
,Chlorhexidine,Rifampicin,ST,RNA polymerase_LPS,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.84342027,-0.720773875,NA,NA,NA,NA,0.001768535,0.008869882,NA,NA,no_conflict,ECSTPA
,EGCG,Rifampicin,ST,RNA polymerase_fatty acid biosynthesis,NA,not_comparable,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.151152922,0.081728768,NA,NA,NA,NA,0.010482588,NA,NA,NA,no_conflict,ECSTPA
,EGCG,Acetylsalisylic acid,ST,fatty acid biosynthesis_human drug,NA,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.13865675,-0.072549575,NA,NA,NA,NA,0.031164451,NA,NA,NA,no_conflict,ECSTPA
,Rifampicin,Doxorubicin,ST,other DNA_RNA polymerase,NA,not_comparable,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.15146405,-0.045516249,NA,NA,NA,NA,0.003167815,NA,NA,NA,no_conflict,ECSTPA
,Rifampicin,Cerulenin,ST,RNA polymerase_fatty acid biosynthesis,specific,not_comparable,NA,Synergy,Antagonism,Synergy,NA,NA,NA,-0.463441668,0.235955066,-0.181786175,0.028264777,NA,NA,0.002956627,0.001463305,0.008236319,NA,NA,NA,no_conflict,ECSTPA
,Rifampicin,Streptozotocin,ST,RNA polymerase_human drug,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.53202401,-0.5222296,NA,NA,NA,NA,0.014975126,0.002167452,NA,NA,no_conflict,ECSTPA
,Aztreonam,Streptozotocin,ST,beta-lactam_human drug,NA,not_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.290862212,-0.036924834,NA,NA,NA,NA,0.023341795,NA,NA,NA,no_conflict,ECSTPA
,Cerulenin,Streptozotocin,ST,fatty acid biosynthesis_human drug,NA,not_comparable,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.200235178,-0.051794281,NA,NA,NA,NA,0.001768535,NA,NA,NA,no_conflict,ECSTPA
,Fosfomycin,Cefaclor,ST,beta-lactam_other cell wall,NA,not_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.132592254,-0.039214735,NA,NA,NA,NA,0.001858524,NA,NA,NA,no_conflict,ECSTPA
,Bacitracin,Aztreonam,ST,beta-lactam_other cell wall,NA,not_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.205155732,0.102289514,NA,NA,NA,NA,0.005939612,NA,NA,NA,no_conflict,ECSTPA
,Cefotaxime,CHIR-90,ST,beta-lactam_LPS,NA,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.775672884,-0.065498157,NA,NA,NA,NA,0.022249401,NA,NA,NA,no_conflict,ECSTPA
,Cefaclor,Imipenem,ST,beta-lactam_beta-lactam,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.331502478,-0.331819959,NA,NA,NA,NA,0.02935065,0.041477867,NA,NA,no_conflict,ECSTPA
,Paraquat,Tobramycin,ST,oxidative stress_aminoglycoside,NA,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.146494732,-0.077313514,NA,NA,NA,NA,0.011784731,NA,NA,NA,no_conflict,ECSTPA
,Paraquat,Meropenem,ST,beta-lactam_oxidative stress,NA,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.729385346,-0.215120676,NA,NA,NA,NA,0.014083481,NA,NA,NA,no_conflict,ECSTPA
,Verapamil,Mecillinam,ST,beta-lactam_human drug,NA,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.171884831,-0.096510235,NA,NA,NA,NA,0.039981411,NA,NA,NA,no_conflict,ECSTPA
,Mecillinam,Aztreonam,ST,beta-lactam_beta-lactam,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.563749769,-0.432151149,NA,NA,NA,NA,0.001858524,0.001836122,NA,NA,no_conflict,ECSTPA
,Mecillinam,Penicillin G,ST,beta-lactam_beta-lactam,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.157758866,-0.248523125,NA,NA,NA,NA,0.015228433,0.005087138,NA,NA,no_conflict,ECSTPA
,Doxorubicin,Moxifloxacin,ST,other DNA_quinolones,NA,not_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.115921461,0.035913117,NA,NA,NA,NA,0.048334093,NA,NA,NA,no_conflict,ECSTPA
,Amoxicillin,Mitomycin C,ST,beta-lactam_other DNA,NA,conserved,NA,NA,NA,Antagonism,Antagonism,NA,NA,NA,NA,0.180633578,0.131922192,NA,NA,NA,NA,0.001768535,0.005087138,NA,NA,no_conflict,ECSTPA
,Chloramphenicol,Levofloxacin,ST,quinolones_other protein synthesis inhibitor,NA,weak_conserved,NA,NA,NA,Antagonism,NA,NA,NA,NA,NA,0.199408006,0.134739504,NA,NA,NA,NA,0.001768535,NA,NA,NA,no_conflict,ECSTPA
,Chloramphenicol,Clarithromycin,ST,other protein synthesis inhibitor_macrolide,NA,weak_conserved,NA,NA,NA,Antagonism,NA,NA,NA,NA,NA,0.122440529,0.093192018,NA,NA,NA,NA,0.001768535,NA,NA,NA,no_conflict,ECSTPA
,Chloramphenicol,Moxifloxacin,ST,quinolones_other protein synthesis inhibitor,NA,conserved,NA,NA,NA,Antagonism,Antagonism,NA,NA,NA,NA,0.156974149,0.272118406,NA,NA,NA,NA,0.044661731,0.002167452,NA,NA,no_conflict,ECSTPA
,Ciprofloxacin,Clarithromycin,ST,quinolones_macrolide,NA,weak_conserved,NA,NA,NA,Antagonism,NA,NA,NA,NA,NA,0.138842435,0.079402257,NA,NA,NA,NA,0.010482588,NA,NA,NA,no_conflict,ECSTPA
